TAXONOMY,Kingdom,Phylum,Class,Order,Family,Genus
ASV3594,Bacteria,Proteobacteria,Gammaproteobacteria,MBAE14,NA,NA
ASV3595,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV3636,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,PRD18C08,NA
ASV3643,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta
ASV3798,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV3799,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV3800,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV3801,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV3802,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA
ASV3803,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,NA
ASV3804,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,NA
ASV3805,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV3806,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens
ASV3807,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA
ASV3808,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV3809,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV3810,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV3811,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV3812,Bacteria,NA,NA,NA,NA,NA
ASV3813,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA
ASV3814,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV3815,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV3816,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV3817,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,NA
ASV3818,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV3819,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV3820,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
ASV3821,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV3822,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,NA
ASV3893,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA
ASV4021,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter
ASV4049,Archaea,Euryarchaeota,Thermoplasmata,Marine_Group_II,NA,NA
ASV4050,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4051,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4052,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA
ASV4053,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia
ASV4054,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4055,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV4056,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4057,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV4058,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4059,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
ASV4060,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,NA
ASV4061,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4062,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV4063,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4064,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV4065,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus
ASV4066,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV4067,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV4068,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV4069,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV4070,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia
ASV4071,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta
ASV4072,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,NA
ASV4073,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV4074,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV4075,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
ASV4076,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus
ASV4077,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,NA
ASV4149,Bacteria,NA,NA,NA,NA,NA
ASV4337,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4338,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA
ASV4339,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola
ASV4340,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA
ASV4341,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,NA
ASV4342,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV4343,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4344,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Sediminitomix
ASV4345,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula
ASV4346,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,Balneola
ASV4347,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV4348,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV4349,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV4350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,NA
ASV4351,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4352,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4353,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV4354,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV4355,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV4356,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA
ASV4357,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV4358,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV4359,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,NA
ASV4360,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV4361,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4362,Bacteria,NA,NA,NA,NA,NA
ASV4363,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV4364,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV4365,Bacteria,Firmicutes,Clostridia,Clostridiales,JTB215,NA
ASV4366,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4367,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV4368,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV4369,Bacteria,NA,NA,NA,NA,NA
ASV4370,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
ASV4371,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio
ASV4372,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4465,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV4466,Bacteria,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
ASV4640,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4641,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,NA
ASV4642,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4643,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV4644,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade
ASV4645,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV4646,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV4647,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4648,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV4649,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4650,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA
ASV4651,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,NA
ASV4652,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
ASV4653,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV4654,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV4655,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV4656,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,NA
ASV4657,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV4658,Bacteria,NA,NA,NA,NA,NA
ASV4659,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_CC9902
ASV4660,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV4661,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV4662,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4663,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV4664,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA
ASV4665,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV4666,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV4667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV4668,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV4669,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV4670,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV4671,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NA,NA
ASV4672,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV4673,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas
ASV4674,Eukaryota,NA,NA,NA,NA,NA
ASV4675,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV4676,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,NA
ASV4677,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21
ASV4678,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA
ASV4679,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV4680,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV4681,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum
ASV4682,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV4683,Bacteria,PAUC34f,NA,NA,NA,NA
ASV4684,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,NA
ASV4772,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
ASV4993,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV4994,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV4995,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV4996,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA
ASV4997,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Persicobacter
ASV4998,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV4999,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA
ASV5000,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV5001,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV5002,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV5003,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV5004,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV5005,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5006,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7_marine_group,NA
ASV5007,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV5008,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA
ASV5009,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5010,Bacteria,Planctomycetes,Pla3_lineage,NA,NA,NA
ASV5011,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV5012,Bacteria,NA,NA,NA,NA,NA
ASV5013,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
ASV5014,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5015,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,NA
ASV5016,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5017,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5018,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV5019,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5020,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Fuerstia
ASV5021,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,NA
ASV5022,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV5023,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV5024,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV5025,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,NA
ASV5026,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128
ASV5027,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV5028,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV5029,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5030,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5031,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5032,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV5033,Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales,NA,NA
ASV5034,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA
ASV5035,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5036,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
ASV5037,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,NA
ASV5038,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV5039,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV5040,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV5041,Bacteria,NA,NA,NA,NA,NA
ASV5042,Bacteria,NA,NA,NA,NA,NA
ASV5043,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA
ASV5349,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5350,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV5351,Bacteria,NA,NA,NA,NA,NA
ASV5352,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
ASV5353,Bacteria,NA,NA,NA,NA,NA
ASV5354,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV5355,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV5356,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV5357,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV5358,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5359,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5360,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5361,Bacteria,NA,NA,NA,NA,NA
ASV5362,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5363,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV5364,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group
ASV5365,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5366,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5367,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV5368,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5369,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5370,Bacteria,NA,NA,NA,NA,NA
ASV5371,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5372,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5373,Archaea,Euryarchaeota,Thermoplasmata,Marine_Group_II,NA,NA
ASV5374,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,NA
ASV5375,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV5376,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5377,Bacteria,NA,NA,NA,NA,NA
ASV5378,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5379,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5380,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV5381,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV5382,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV5383,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA
ASV5384,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NA
ASV5385,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
ASV5386,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5387,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5388,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
ASV5389,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV5390,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC_AAA164-E04
ASV5391,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5392,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5393,Bacteria,NA,NA,NA,NA,NA
ASV5394,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5395,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA
ASV5396,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV5397,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV5398,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5399,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV5400,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,NA
ASV5401,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NA
ASV5402,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5403,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV5404,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV5405,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV5406,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV5407,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV5408,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV5409,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
ASV5410,Bacteria,NA,NA,NA,NA,NA
ASV5411,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,NA,NA
ASV5412,Bacteria,Lentisphaerae,NA,NA,NA,NA
ASV5413,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV5414,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Cryptoprodotis
ASV5415,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA
ASV5416,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV5417,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV5418,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV5419,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV5420,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV5421,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5788,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5789,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA
ASV5790,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV5791,Bacteria,NA,NA,NA,NA,NA
ASV5792,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5793,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV5794,Bacteria,NA,NA,NA,NA,NA
ASV5795,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5796,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3
ASV5797,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5798,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV5799,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV5800,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,NA
ASV5801,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV5802,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5803,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5804,Bacteria,NA,NA,NA,NA,NA
ASV5805,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5806,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV5807,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
